,Title,Image,Description,Genre,Duration,Date,ID,text,k_means
2388,4 O'Clock Club - Series 9: 13. Limo - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0892s4x.jpg,Can renting a swanky limo help Owen get a date for prom?,signed,28 mins,21 Apr 2020,2388,rent swanky limo help Owen date prom,11
2389,Stacey Dooley: Costa del Narcos - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08b0qyt.jpg,"Following police and smugglers in southern Spain, the main gateway for drugs into Europe.",signed,59 mins,26 Apr 2020,2389,follow police smuggler southern Spain main gateway drug Europe,0
2390,Deadly 60 - Series 4: 11. Unseen - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p089mz6f.jpg,Steve challenges a cheetah to a race and meets a cute but deadly bird.,signed,28 mins,27 Apr 2020,2390,Steve challenge cheetah race meet cute deadly bird,11
2391,Race Across the World - Series 2: 9. Revealed - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08fr29v.jpg,The five teams reunite to reveal fascinating insights into their experiences.,signed,59 mins,3 May 2020,2391,team reunite reveal fascinating insight experience,10
2392,Primates - Series 1: 3. Protecting Primates - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08cf83s.jpg,Meet the scientists making groundbreaking discoveries about this remarkable animal family.,signed,58 mins,17 May 2020,2392,meet scientist make groundbreake discovery remarkable animal family,1
2393,Life and Birth - Series 1: Episode 6 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08dj969.jpg,Premature baby Elsie needs heart surgery before she can go home.,signed,58 mins,26 May 2020,2393,premature baby Elsie need heart surgery home,7
2394,Inside Monaco: Playground of the Rich - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08h30xt.jpg,"Access to the famous Red Cross Ball, where dessert comes with edible gold.",signed,59 mins,22 Jun 2020,2394,access famous Red Cross Ball dessert come edible gold,0
2395,Art of Persia - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08hvjlq.jpg,"Samira Ahmed goes back to when Persia faced her gravest threat, Genghis Khan.",signed,59 mins,29 Jun 2020,2395,Samira Ahmed go Persia face gravest threat Genghis Khan,0
2396,DIY Deadly with Steve Backshall - Series 1: 10. Deadliest - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08hfscc.jpg,"From lions to whales, Steve Backshall answers questions on the deadliest animals.",signed,13 mins,3 Jul 2020,2396,lion whale Steve Backshall answer question deadly animal,0
2397,Alex Brooker: Disability and Me - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08jp0qt.jpg,Alex Brooker examines his disability to acknowledge how much it impacts on who he is.,signed,59 mins,5 Jul 2020,2397,Alex Brooker examine disability acknowledge impact,0
2398,Gym Stars - Series 3: 20. The Lockdown Showdown - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08ky1dp.jpg,The Gym Stars come together for a special lockdown competition.,signed,21 mins,22 Jul 2020,2398,Gym Stars come special lockdown competition,12
2399,The Rise of the Murdoch Dynasty - Series 1: 3. The Comeback - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08lf7gz.jpg,Rupert Murdoch masterminds an extraordinary comeback involving the Brexit vote and Trump.,signed,59 mins,28 Jul 2020,2399,Rupert Murdoch mastermind extraordinary comeback involve Brexit vote Trump,0
2400,Jamie Johnson - Series 5: 13. Back to Reality - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08m1wqw.jpg,"With the gaming final looming, Jamie faces a huge choice about his future.",signed,28 mins,30 Jul 2020,2400,gaming final looming Jamie face huge choice future,0
2401,Planet Earth: A Celebration - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08lgtn8.jpg,Escape with Sir David Attenborough to the wildest places for a visual and musical treat.,signed,59 mins,31 Aug 2020,2401,escape Sir David Attenborough wild place visual musical treat,0
2402,The Romantics and Us with Simon Schama - Series 1: 2. The Chambers of the Mind - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08qz5j0.jpg,Simon Schama explores how the romantics became the first explorers of the unconscious.,signed,60 mins,18 Sep 2020,2402,Simon Schama explore romantic explorer unconscious,0
2403,Extinction: The Facts - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08qy6hs.jpg,Sir David Attenborough investigates the loss of biodiversity happening around us.,signed,58 mins,13 Sep 2020,2403,Sir David Attenborough investigate loss biodiversity happen,8
2404,The Shipman Files: A Very British Crime Story - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08sdy38.jpg,How the age of Shipman’s victims was key to how he got away with murdering hundreds.,signed,59 mins,28 Sep 2020,2404,age Shipman victim key get away murder hundred,0
2405,Freddie Flintoff: Living with Bulimia - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08sfmkh.jpg,Freddie Flintoff finally faces up to the eating disorder he has kept secret for 20 years.,signed,59 mins,28 Sep 2020,2405,Freddie Flintoff finally face eat disorder keep secret 20 year,12
2406,Love Monster - Series 2: 9. Befriend a Bug Day - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08ss88q.jpg,Love Monster makes friends with some caterpillars who love his beatboxing.,signed,7 mins,1 Oct 2020,2406,Love Monster make friend caterpillar love beatboxing,5
2407,Murder Case - Series 2: 2. Inside the Enquiry - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08syvb6.jpg,Exploring what it is like to work on devastating cases like the murder of Alesha MacPhail.,signed,58 mins,7 Oct 2020,2407,explore like work devastating case like murder Alesha MacPhail,0
2408,The Grand Party Hotel - Series 1: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08tlxmw.jpg,MD Kris is asked to fight in a charity boxing match to be staged at the hotel.,signed,58 mins,15 Oct 2020,2408,MD Kris ask fight charity boxing match stage hotel,0
2409,Strictly Amy: Crohn’s and Me - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08tqchm.jpg,Dancer Amy Dowden opens up about her battle with Crohn’s disease.  ,signed,58 mins,15 Oct 2020,2409,Dancer Amy Dowden open battle Crohn disease  ,0
2410,Michael Palin: Travels of a Lifetime - Series 1: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08vq5zg.jpg,Michael Palin recalls his fourth great journey – around and across the Sahara Desert.,signed,59 mins,25 Oct 2020,2410,Michael Palin recall fourth great journey Sahara Desert,9
2411,Berlin 1945 - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08xhd25.jpg,"The British, French and Americans wait to enter Berlin.",signed,52 mins,11 Nov 2020,2411,british French Americans wait enter Berlin,0
2412,Cornwall with Simon Reeve - Series 1: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08x5slf.jpg,Simon Reeve investigates the environmental challenges facing Cornwall.,signed,59 mins,15 Nov 2020,2412,Simon Reeve investigate environmental challenge face Cornwall,8
2413,"My Family, the Holocaust and Me - Series 1: Episode 2 - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p08xcmd5.jpg,Robert continues his journey and meets the last survivor of the Treblinka death camp.,signed,58 mins,16 Nov 2020,2413,Robert continue journey meet survivor Treblinka death camp,9
2414,Grace's Amazing Machines - Series 2: 20. Grace's Favourite Machines - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08y84zv.jpg,Grace looks back at her favourite machines from the series.,signed,14 mins,23 Nov 2020,2414,grace look favourite machine series,2
2415,Go Jetters - Series 3: 51. Go Jet Academy: Birthday Surprise - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08z23lc.jpg,The Go Jetters face their trickiest mission yet: organising a surprise party for Ubercorn.,signed,11 mins,23 Nov 2020,2415,jetter face trickiest mission organise surprise party Ubercorn,7
2416,Storyville - Locked In: Breaking the Silence - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p08zksc4.jpg,A film-maker finds the courage to talk to his family for the first time about his illness.,signed,77 mins,30 Nov 2020,2416,film maker find courage talk family time illness,3
2417,"Anton Ferdinand: Football, Racism and Me - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p08zks6l.jpg,Former footballer Anton Ferdinand explores the issue of racism in the game.,signed,59 mins,30 Nov 2020,2417,footballer Anton Ferdinand explore issue racism game,0
2418,Nadiya's American Adventure - Series 1: 2. California - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09141kd.jpg,"In California, Nadiya joins a quinceanera and meets an all-female Mexican rodeo team.",signed,59 mins,17 Dec 2020,2418,California Nadiya join quinceanera meet female mexican rodeo team,12
2419,"Nigella’s Cook, Eat, Repeat - Series 1: Episode 6 - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p090393t.jpg,"Nigella cooks up crab mac and cheese, chicken with orzo and a rice-filled dessert.",signed,29 mins,14 Dec 2020,2419,nigella cook crab mac cheese chicken orzo rice fill dessert,0
2420,Maddie's Do You Know? - Series 5: 1. Reindeer and Christmas Decorations - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p090tvml.jpg,"Maddie learns why reindeers have red noses and how Christmas decorations are made.

",signed,14 mins,14 Dec 2020,2420,"Maddie learn reindeer red nose Christmas decoration 

",5
2421,Marcus Rashford: Feeding Britain’s Children - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p090prmx.jpg,Documentary about footballer Marcus Rashford's campaign for free school meals.,signed,59 mins,21 Dec 2020,2421,documentary footballer Marcus Rashford campaign free school meal,0
2422,Dynasties - Meerkat: A Dynasties Special - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0911ccs.jpg,A young meerkat queen must unite her family if her pups are to survive in a harsh land.,signed,58 mins,28 Dec 2020,2422,young meerkat queen unite family pup survive harsh land,1
2423,Michael Palin’s Himalaya: Journey of a Lifetime - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p090hhgl.jpg,"Michael Palin recalls his fifth great journey, exploring across and around the Himalaya.",signed,89 mins,20 Dec 2020,2423,Michael Palin recall fifth great journey explore Himalaya,9
2424,Victoria Wood: The Secret List - Series 1: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p090qr01.jpg,Further sketches handpicked by Victoria Wood from her seminal sketch show As Seen on TV. ,signed,59 mins,26 Dec 2020,2424,sketch handpicke Victoria Wood seminal sketch see tv,0
2425,Lucy Worsley's Royal Palace Secrets - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09234x0.jpg,Lucy Worsley takes us behind closed doors at three treasure-filled royal palaces.,signed,54 mins,6 Jan 2021,2425,Lucy Worsley take closed door treasure fill royal palace,0
2426,Mister Maker at Home - Series 2: 10. Kobi - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p092qhr1.jpg,Lots of repairs are needed at Mister Maker’s home! Kobi is just the man for the job.,signed,7 mins,15 Jan 2021,2426,lot repair need Mister Maker home Kobi man job,7
2427,Silenced: The Hidden Story of Disabled Britain - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p093zwnm.jpg,The untold story of how disabled people fought back against decades of fear and prejudice.,signed,59 mins,19 Jan 2021,2427,untold story disabled people fight decade fear prejudice,14
2428,Targeted: The Truth about Disability Hate Crime - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p093zwv8.jpg,A film about the routine aggression and abuse faced by disabled people in today's Britain.,signed,58 mins,20 Jan 2021,2428,film routine aggression abuse face disabled people today Britain,11
2429,B.O.T. and the Beasties - Series 1: 8. Galloping Yelp - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p093sxb8.jpg,B.O.T. ends up on Galloping Yelp’s back. Can B.O.T. collect data while hanging on?,signed,5 mins,18 Jan 2021,2429,B.O.T. end Galloping Yelp B.O.T. collect datum hang,12
2430,"Maddie, Space and You - Series 1: 5. Astronaut Training! - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p093sgdp.jpg,Maddie finds out about the exciting things people do to train to become an astronaut.,signed,19 mins,18 Jan 2021,2430,Maddie find exciting thing people train astronaut,3
2431,Life of a Mountain - A Year on Helvellyn - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p094gh6l.jpg,Terry Abraham's film of Helvellyn features a low-level flight through its landscape.,signed,89 mins,26 Jan 2021,2431,Terry Abraham film Helvellyn feature low level flight landscape,0
2432,Katie Price: Harvey and Me - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p094g7rm.jpg,"Katie Price and her disabled son Harvey face a crucial year of his life, as he turns 18.",signed,58 mins,25 Jan 2021,2432,Katie Price disabled son Harvey face crucial year life turn 18,12
2433,The Toddler Club At Home - Series 1: 20. Musical Movements - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09583xy.jpg,"Activity ideas for you and your little one, all to do with celebrating music and dance.",signed,10 mins,1 Feb 2021,2433,activity idea little celebrate music dance,5
2434,JoJo & Gran Gran - Winter: 10. It's Time for a Special Visitor - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p094v7rh.jpg,There’s a family get-together when Great Gran Gran comes to visit from St Lucia.,signed,11 mins,1 Feb 2021,2434,family Great Gran Gran come visit St Lucia,1
2435,Stonehenge: The Lost Circle Revealed - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p095tt3y.jpg,Alice Roberts follows a decade-long quest that reveals Stonehenge's oldest secret.,signed,59 mins,12 Feb 2021,2435,Alice Roberts follow decade long quest reveal Stonehenge old secret,10
2436,Incredible Journeys with Simon Reeve - Series 1: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p096cr64.jpg,Simon looks at his journeys across the world’s most spectacular and unspoilt wildernesses.,signed,58 mins,14 Feb 2021,2436,Simon look journey world spectacular unspoilt wilderness,2
2437,Celebrity Best Home Cook - Series 1: Episode 8 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0977fks.jpg,"To be crowned champion, the finalists must prepare the ultimate picnic.",signed,58 mins,17 Feb 2021,2437,crown champion finalist prepare ultimate picnic,0
2438,Dog Loves Books - Series 1: 46. Dog Loves Sleepy Time Rhymes​ - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p096q9lh.jpg,Pug tries to remember an old nursery rhyme.,signed,7 mins,22 Feb 2021,2438,Pug try remember old nursery rhyme,0
2439,Trump Takes on the World - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0974pmb.jpg,"In the final episode, Trump sets his sights on Asia.",signed,59 mins,24 Feb 2021,2439,final episode Trump set sight Asia,0
2440,This Farming Life - Series 4: Episode 12 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0977jcb.jpg,"It’s the height of summer, and the farmers figure out ways to adapt in changing times.",signed,59 mins,24 Feb 2021,2440,height summer farmer figure way adapt change time,3
2441,Cornwall: This Fishing Life - Series 2: Episode 6 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09779dc.jpg,Will Brexit negotiations bring a positive outcome for Cornwall’s biggest fishing port?,signed,59 mins,22 Feb 2021,2441,Brexit negotiation bring positive outcome Cornwall big fishing port,0
2442,What's on Your Head? - Series 1: 10. Helicopter Paramedic - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p096phkl.jpg,Lucy the heroic helicopter paramedic shows us her helmet.,signed,5 mins,22 Feb 2021,2442,Lucy heroic helicopter paramedic show helmet,0
2443,My First Festivals - Series 2: 2. Purim - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0974n64.jpg,We follow Sophia and her family as they celebrate Purim.,signed,14 mins,25 Feb 2021,2443,follow Sophia family celebrate Purim,1
2444,Raiders of the Lost Past with Janina Ramirez - Series 2: 3. World's First City - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p097sz7d.jpg,A young explorer stumbles on the buried remains of the world’s oldest city.,signed,59 mins,5 Mar 2021,2444,young explorer stumble bury remain world old city,12
2445,For Love or Money - Series 2: Episode 10 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p07sdhfq.jpg,A fake cheque leads Linda to question her online partner’s motives.,signed,44 mins,5 Mar 2021,2445,fake cheque lead Linda question online partner motive,0
2446,Pooch Perfect - Series 1: Episode 8 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p097ss7h.jpg,The three finalists execute a continental clip on an elegant standard poodle.,signed,58 mins,4 Mar 2021,2446,finalist execute continental clip elegant standard poodle,0
2447,Andy's Aquatic Adventures - Series 2: 15. Andy and the Sea Urchins - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p097svr0.jpg,"Andy heads to California and meets some sea otters, a garibaldi and some spiky urchins.",signed,14 mins,1 Mar 2021,2447,Andy head California meet sea otter garibaldi spiky urchin,11
2448,Attenborough's Life in Colour - Series 1: 2. Hiding in Colour - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0980s9m.jpg,How animals use colour to hide and disappear into the background.,signed,58 mins,7 Mar 2021,2448,animal use colour hide disappear background,0
2449,Operation Ouch! - Series 9: 11. Blink and You’ll Miss It! - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p098qs0y.jpg,Why is Dr Xand dressed as a bird in the lab? Find out why you blink in today’s experiment.,signed,28 mins,17 Mar 2021,2449,Dr Xand dress bird lab find blink today experiment,3
2450,My Unique B&B - Series 1: 15. Kerie’s Hut and Pigsties - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p099157q.jpg,Simon and his team travel to Hampshire to transform a shepherd’s hut and pigsty.,signed,29 mins,19 Mar 2021,2450,Simon team travel Hampshire transform shepherd hut pigsty,12
2451,DNA Family Secrets - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0990xz6.jpg,"A set of triplets want to learn their ethnicity, and gene therapy could help Leo's eyes.",signed,59 mins,16 Mar 2021,2451,set triplet want learn ethnicity gene therapy help Leo eye,11
2452,The Secret Science of Sewage - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09974gn.jpg,The revolutionary science finding renewable resources and undiscovered life in sewage.,signed,59 mins,18 Mar 2021,2452,revolutionary science find renewable resource undiscovered life sewage,3
2453,Comic Relief - 2021: Billy Monger’s Big Red Nose Day Challenge - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p0990fjf.jpg,Billy Monger is joined by some famous faces for a gruelling Comic Relief challenge.,signed,58 mins,18 Mar 2021,2453,Billy Monger join famous face gruelling Comic Relief challenge,0
2454,Interior Design Masters with Alan Carr - Series 2: Episode 8 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p099v2wy.jpg,The two remaining designers transform luxury villas in Cornwall.,signed,59 mins,23 Mar 2021,2454,remain designer transform luxury villa Cornwall,0
2455,Black Power: A British Story of Resistance - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p099wjfl.jpg,An examination of the Black Power movement in the late 1960s in the UK.,signed,89 mins,25 Mar 2021,2455,examination Black Power movement late 1960 UK,8
2456,Football's Darkest Secret - Series 1: 3. The Reckoning - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09b2mfy.jpg,What might justice look like for the men whose lives have been torn apart?,signed,60 mins,22 Mar 2021,2456,justice look like man life tear apart,2
2457,Gold Town - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09b6str.jpg,"The pandemic hits the UK, causing local business to take a huge hit.",signed,59 mins,21 Mar 2021,2457,pandemic hit UK cause local business huge hit,8
2458,Finding Jack Charlton - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09bnzl2.jpg,"The compelling, emotional and definitive portrait of footballer Jack Charlton.",signed,95 mins,29 Mar 2021,2458,compelling emotional definitive portrait footballer Jack Charlton,0
2459,Paloma Faith: As I Am - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09b88cp.jpg,"Pop star, actor and first-time mum Paloma Faith embarks on an ambitious world tour.",signed,59 mins,27 Mar 2021,2459,pop star actor time mum Paloma Faith embark ambitious world tour,0
2460,Chris Packham's Animal Einsteins - Series 1: 6. Travellers - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09b8d2d.jpg,Chris discovers the cleverest animal travellers and how they find their way.,signed,59 mins,28 Mar 2021,2460,Chris discover clever animal traveller find way,3
2461,Daydreams - Little Daydreams: 6. Peaceful Play - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09bsxny.jpg,Beautiful images of children playing in the snow with calming music to help you relax.,signed,5 mins,28 Mar 2021,2461,beautiful image child play snow calm music help relax,11
2462,CBeebies Presents - Shakespeare: CBeebies Romeo and Juliet - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09bz0fr.jpg,A host of CBeebies stars join Rebecca to stage William Shakespeare’s Romeo and Juliet.,signed,49 mins,2 Apr 2021,2462,host cbeebie star join Rebecca stage William Shakespeare Romeo Juliet,0
2463,"Maddie, the Plants and You - Series 1: 5. The Trees - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p09bsrb3.jpg,"Join Maddie as she finds out about trees and how the roots, leaves and bark work.",signed,19 mins,29 Mar 2021,2463,join Maddie find tree root leave bark work,3
2464,Top Gear - Series 30: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09c6v6n.jpg,"Freddie, Chris and Paddy buy the perfect sports cars for ‘gentlemen of a certain age’. ",signed,58 mins,4 Apr 2021,2464,Freddie Chris Paddy buy perfect sport car gentleman certain age,0
2465,Louis Theroux - Shooting Joe Exotic - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09d6m19.jpg,Louis investigates a captivating and controversial icon: 'Tiger King' Joe Exotic.,signed,89 mins,5 Apr 2021,2465,Louis investigate captivating controversial icon Tiger King Joe Exotic,8
2466,My Very First - Series 3: 10. Month 19 - Self-care - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09ccfcg.jpg,Join Jac and Jemima as they learn how to care for themselves for the very first time.,signed,11 mins,12 Apr 2021,2466,join Jac Jemima learn care time,3
2467,Different League: The Derry City Story - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09nplht.jpg,"The story of how Derry City FC, exiled for 13 years, was brought back from the dead.",signed,59 mins,19 Apr 2021,2467,story Derry City FC exile 13 year bring dead,12
2468,Step Up to the Plate - Series 2: 13. Grand Final - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09d6pr3.jpg,"Fred chooses this series’ winning maitre d’, and Allegra selects her champion head chef.",signed,44 mins,20 Apr 2021,2468,Fred choose series win maitre d Allegra select champion head chef,0
2469,A Tribute to HRH Duke of Edinburgh - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09d7gph.jpg,"The remarkable life story of HRH the Duke of Edinburgh, Prince Philip.",signed,58 mins,9 Apr 2021,2469,remarkable life story HRH Duke Edinburgh Prince Philip,14
2470,Lights Up - The Winter's Tale - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09f66pj.jpg,"A new production of Shakespeare’s play, staged for the screen by the RSC.",signed,170 mins,25 Apr 2021,2470,new production Shakespeare play stage screen RSC,14
2471,Climate Change: Ade on the Frontline - Series 1: 3. Scandinavia - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09f5wy1.jpg,"For the final leg of his journey, Ade heads to Scandinavia.",signed,59 mins,25 Apr 2021,2471,final leg journey Ade head Scandinavia,9
2472,Bent Coppers: Crossing the Line of Duty - Series 1: 3. Taking a Drink - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09f4c4c.jpg,Secret recordings expose corruption between cops and armed robbers.,signed,60 mins,28 Apr 2021,2472,secret recording expose corruption cop armed robber,0
2473,Royal Wedding: A Day to Remember - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09fdz72.jpg,A look back at the wedding of Prince William and Catherine Middleton.,signed,59 mins,30 Apr 2021,2473,look wedding Prince William Catherine Middleton,2
2474,The Violence Paradox - Series 1: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09fwrh4.jpg,Is the world becoming more peaceful? Do income equality and sport curb violence?,signed,54 mins,4 May 2021,2474,world peaceful income equality sport curb violence,0
2475,Make-up: A Glamorous History - Series 1: 3. Britain in the Roaring 20s - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09g1jy5.jpg,Lisa Eldridge examines how the look of 1920s flappers reflected the freedoms of the era.,signed,59 mins,4 May 2021,2475,Lisa Eldridge examine look 1920s flapper reflect freedom era,2
2476,Dom Digs In - Series 1: 10. Roadside Assistance - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09g05n1.jpg,"Can Dom make it as a roadside mechanic, or will he be a spanner in the works?",signed,43 mins,7 May 2021,2476,Dom roadside mechanic spanner work,0
2477,The Baby Club - Series 3: 20. Park - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09ffc4x.jpg,"Grown-ups and babies explore the park as they play, sing and share story time together.",signed,13 mins,3 May 2021,2477,grow up baby explore park play sing share story time,14
2478,Election Scotland 2021 - Leaders’ Debate: 04/05/2021 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09gxl1q.jpg,"Glenn Campbell puts the leaders of the country’s political parties under the spotlight.


",signed,68 mins,4 May 2021,2478,"Glenn Campbell put leader country political party spotlight 


",7
2479,"Maddie, the Home and You - Series 1: 5. How Houses Work - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p09g915v.jpg,Join Maddie on an adventure to discover how we can build houses in different ways.,signed,19 mins,10 May 2021,2479,join Maddie adventure discover build house different way,1
2480,Classic British Cars: Made in Coventry - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09h7nz2.jpg,"Mark Evans tells the story of Coventry’s classic cars, from the Daimler to the Jaguar.",signed,59 mins,17 May 2021,2480,Mark Evans tell story Coventry classic car Daimler Jaguar,14
2481,All That Glitters: Britain's Next Jewellery Star - Series 1: Episode 6 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09j49w3.jpg,The three finalists battle it out to be named Britain’s next big jewellery star.,signed,59 mins,18 May 2021,2481,finalist battle name Britain big jewellery star,0
2482,The Psychedelic Drug Trial - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09hc8km.jpg,Can psychedelic drugs and psychological support help tackle depression?,signed,59 mins,19 May 2021,2482,psychedelic drug psychological support help tackle depression,11
2483,"Saved by a Stranger - Series 1: 4. George, Peter and Clare - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p09hbpvs.jpg,Twin brothers and a woman search for strangers who changed the course of their lives.,signed,59 mins,20 May 2021,2483,twin brother woman search stranger change course life,0
2484,Subnormal: A British Scandal - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09hc1fz.jpg,An examination of one of the biggest scandals in the history of British education.,signed,59 mins,20 May 2021,2484,examination big scandal history british education,0
2485,The Black American Fight for Freedom - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09j4v3w.jpg,Revealing the moments where America had the chance to become more equal but failed.,signed,59 mins,26 May 2021,2485,reveal moment America chance equal fail,10
2486,The Road to Partition - Series 1: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09j432r.jpg,Exploring the tensions and violence that threatened the new Northern Irish state.,signed,59 mins,27 May 2021,2486,explore tension violence threaten new northern irish state,14
2487,Yorkshire Firefighters - Series 1: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09jwqy4.jpg,West Yorkshire fire crews try to save a burning factory and rookie Lauren faces her exams.,signed,58 mins,2 Jun 2021,2487,West Yorkshire fire crew try save burn factory rookie Lauren face exam,0
2488,Coventry Cathedral: Building for a New Britain - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09kltqr.jpg,The story of the 1962 rebuilding of Coventry Cathedral after its destruction in WWII.,signed,75 mins,9 Jun 2021,2488,story 1962 rebuilding Coventry Cathedral destruction WWII,14
2489,Extra Life: A Short History of Living Longer - Series 1: 4. Behaviour - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09kfqyz.jpg,How acting upon public messaging can have a significant impact on the spread of disease.,signed,53 mins,8 Jun 2021,2489,act public messaging significant impact spread disease,0
